text,label,meta,context,source,target
The electricity that <t>Enron</t> produced was so exorbitant that <s>the government</s> decided it was cheaper not to buy electricity and pay <t>Enron</t> the mandatory fixed charges specified in the contract.,Cooperation,AW|doc_id=2767|sent_id=1257|dataset=ace|osplit=train|etype=Transaction:Transfer-Money,Transaction:Transfer-Money,Giver:the government,Recipient:Enron
This means that <s>the government of one of the poorest countries in the world</s> was paying <t>Enron</t> 220 million US dollars a year not to produce electricity!,Cooperation,AW|doc_id=2768|sent_id=1264|dataset=ace|osplit=train|etype=Transaction:Transfer-Money,Transaction:Transfer-Money,Giver:the government of one of the poorest countries in the world,Recipient:Enron
<t>Its U.N. reporter</t> has been on the payroll of <s>the U.N. lobby</s>.,Cooperation,AW|doc_id=3411|sent_id=1242|dataset=ace|osplit=dev|etype=Transaction:Transfer-Money,Transaction:Transfer-Money,Giver:the U.N. lobby,Recipient:Its U.N. reporter
The suit claims <s>Iraqi officials</s> provided money and training to <t>convicted bomber Timothy McVeigh</t> and conspirator Terry Nichols.,Cooperation,AW|doc_id=2022|sent_id=1262|dataset=ace|osplit=train|etype=Transaction:Transfer-Money,Transaction:Transfer-Money,Giver:Iraqi officials,Recipient:convicted bomber Timothy McVeigh
The suit claims <s>Iraqi officials</s> provided money and training to convicted bomber Timothy McVeigh and <t>conspirator Terry Nichols</t>.,Cooperation,AW|doc_id=2022|sent_id=1262|dataset=ace|osplit=train|etype=Transaction:Transfer-Money,Transaction:Transfer-Money,Giver:Iraqi officials,Recipient:conspirator Terry Nichols
I am the head of <t>a company that raised an angel round of financing</t> from <s>a San Francisco angel investor who I never physically met initially</s>.,Cooperation,AW|doc_id=2572|sent_id=1235|dataset=ace|osplit=train|etype=Transaction:Transfer-Money,Transaction:Transfer-Money,Giver:a San Francisco angel investor who I never physically met initially,Recipient:a company that raised an angel round of financing
"<t>Hanh</t>, also a former member of the powerful Communist Party Central Committee, was convicted of receiving US$8,500 in bribes from <s>Nam Cam's family</s> to secure the crime boss' early release from labor camp in 1990s.",Cooperation,AW|doc_id=2327|sent_id=1234|dataset=ace|osplit=train|etype=Transaction:Transfer-Money,Transaction:Transfer-Money,Giver:Nam Cam's family,Recipient:Hanh
<s>The EU</s> is set to release 20 million euros (US$21.5 million) in immediate humanitarian aid for <t>Iraq</t> if war breaks out and may dip into an ``emergency reserve'' of 250 million euros (US$269 million) for humanitarian relief.,Cooperation,AW|doc_id=3833|sent_id=1258|dataset=ace|osplit=test|etype=Transaction:Transfer-Money,Transaction:Transfer-Money,Giver:The EU,Beneficiary:Iraq
Senior Palestinian security officials tell TIME that <s>Arafat</s> also shipped money to <t>the gunmen of the Aqsa Martyrs Brigades</t>.,Cooperation,AW|doc_id=3000|sent_id=1254|dataset=ace|osplit=train|etype=Transaction:Transfer-Money,Transaction:Transfer-Money,Giver:Arafat,Recipient:the gunmen of the Aqsa Martyrs Brigades
"By the time of his death, he was down to his last $1 billion, according to Israeli-intelligence estimates. <s>Arafat</s> wife Suha's outburst that his successors were ""trying to bury [him] alive"" came after she learned that <s>Arafat</s> had signed over at least $800 million to the government of <t>the Palestinian Authority</t> two years ago, TIME reports.",Cooperation,AW|doc_id=2996|sent_id=1231|dataset=ace|osplit=train|etype=Transaction:Transfer-Money,Transaction:Transfer-Money,Giver:Arafat,Recipient:the Palestinian Authority
"<s>Vivendi</s> also is holding talks with <t>Viacom</t>, MGM and other buyers interested in acquiring all or parts of its entertainment companies.",Cooperation,AW|doc_id=3842|sent_id=1284|dataset=ace|osplit=test|etype=Transaction:Transfer-Ownership,Transaction:Transfer-Ownership,Seller:Vivendi,Buyer:Viacom
"<s>Vivendi</s> also is holding talks with Viacom, <t>MGM</t> and other buyers interested in acquiring all or parts of its entertainment companies.",Cooperation,AW|doc_id=3842|sent_id=1284|dataset=ace|osplit=test|etype=Transaction:Transfer-Ownership,Transaction:Transfer-Ownership,Seller:Vivendi,Buyer:MGM
"<s>Vivendi</s> also is holding talks with Viacom, MGM and <t>other buyers interested in acquiring all or parts of its entertainment companies</t>.",Cooperation,AW|doc_id=3842|sent_id=1284|dataset=ace|osplit=test|etype=Transaction:Transfer-Ownership,Transaction:Transfer-Ownership,Seller:Vivendi,Buyer:other buyers interested in acquiring all or parts of its entertainment companies
"Under the reported plans, <t>Blackstone Group</t> would buy <s>Vivendi</s>'s theme park division, including Universal Studios Hollywood, Universal Orlando in Florida and Universal's ownership interests in parks in Spain and Japan, a source close to the negotiations told the paper.",Cooperation,AW|doc_id=3672|sent_id=1283|dataset=ace|osplit=test|etype=Transaction:Transfer-Ownership,Transaction:Transfer-Ownership,Seller:Vivendi,Buyer:Blackstone Group
"<s>Mirjana Markovic</s>, the power behind the scenes during Milosevic's 13-year reign, is accused of illegally providing <t>their grandson's nanny</t> with a state-owned luxury apartment in Belgrade in 2000.",Cooperation,AW|doc_id=3785|sent_id=1280|dataset=ace|osplit=test|etype=Transaction:Transfer-Ownership,Transaction:Transfer-Ownership,Seller:Mirjana Markovic,Beneficiary:their grandson's nanny
"<s>Beleaguered French media group Vivendi Universal</s> is in advanced negotiations to sell its theme park business to <t>a US firm</t> for around 1.5 billion dollars, the Los Angeles Times said Friday.",Cooperation,AW|doc_id=3669|sent_id=1277|dataset=ace|osplit=test|etype=Transaction:Transfer-Ownership,Transaction:Transfer-Ownership,Seller:Beleaguered French media group Vivendi Universal,Buyer:a US firm
"<t>Major US insurance group AIG</t> is in the final stage of talks to take over <s>General Electric</s>'s Japanese life insurance arm in a deal to create Japan's sixth largest life insurer, reports said Wednesday.",Cooperation,AW|doc_id=3763|sent_id=20|dataset=ace|osplit=test|etype=Transaction:Transfer-Ownership,Transaction:Transfer-Ownership,Seller:General Electric,Buyer:Major US insurance group AIG
"After the blast, <s>police</s> set fire to four <t>motorcycles</t> belonging to journalists.",Conflict,AW|doc_id=168|sent_id=1|dataset=wiki|osplit=train|etype=ArtifactExistence.DamageDestroyDisableDismantle.Destroy,ArtifactExistence.DamageDestroyDisableDismantle.Destroy,Destroyer:police,Artifact:motorcycles
"The Spokane Police and Sheriff’s Office bomb <s>squad</s> was called in, and their precision in disarming the <t>device</t> enabled evidence to be preserved that would help lead FBI agents to Harpham.",Conflict,AW|doc_id=190|sent_id=4|dataset=wiki|osplit=train|etype=ArtifactExistence.DamageDestroyDisableDismantle.DisableDefuse,ArtifactExistence.DamageDestroyDisableDismantle.DisableDefuse,Disabler:squad,Artifact:device
"Mr <s>Hayes</s>, 69, who now lives in south Dublin, said he personally defused a third bomb on Birmingham's <t>Hagley Road</t> after he became aware of the death toll in the first two blasts.",Cooperation,AW|doc_id=31|sent_id=6|dataset=wiki|osplit=train|etype=ArtifactExistence.DamageDestroyDisableDismantle.Dismantle,ArtifactExistence.DamageDestroyDisableDismantle.Dismantle,Dismantler:Hayes,Place:Hagley Road
"<s>The group</s> uses VBIEDs to breach security <t>installations</t>, often times passing through checkpoints, and conduct high-casualty attacks against government and military personnel.",Conflict,AW|doc_id=55|sent_id=9|dataset=wiki|osplit=train|etype=ArtifactExistence.DamageDestroyDisableDismantle.Unspecified,ArtifactExistence.DamageDestroyDisableDismantle.Unspecified,DamagerDestroyer:The group,Artifact:installations
"Local <s>police</s> downed a <t>drone</t> that attacked the scene where officials, including Maduro, were present.",Conflict,AW|doc_id=56|sent_id=8|dataset=wiki|osplit=train|etype=ArtifactExistence.DamageDestroyDisableDismantle.Unspecified,ArtifactExistence.DamageDestroyDisableDismantle.Unspecified,DamagerDestroyer:police,Artifact:drone
"Boston <s>police</s> have identified the <t>suspect</t> at large as 19-year-old Dzhokhar Tsarnaev of Cambridge, Massachusetts, a town outside of Boston.",Conflict,AW|doc_id=93|sent_id=27|dataset=wiki|osplit=train|etype=Cognitive.IdentifyCategorize.Unspecified,Cognitive.IdentifyCategorize.Unspecified,Identifier:police,IdentifiedObject:suspect
The FBI announces law <s>enforcemen</s> has identified two <t>men</t> suspected of planting the pressure cooker bombs that killed three people and injured 176 at the Boston Marathon on Monday.,Conflict,AW|doc_id=93|sent_id=34|dataset=wiki|osplit=train|etype=Cognitive.IdentifyCategorize.Unspecified,Cognitive.IdentifyCategorize.Unspecified,Identifier:enforcement,IdentifiedObject:men
"<s>Investigators</s> had identified the car’s <t>driver</t> as José Aldemar Rojas Rodríguez, who was among the dead, said the Colombian attorney general, Néstor Humberto Martínez.",Conflict,AW|doc_id=143|sent_id=28|dataset=wiki|osplit=train|etype=Cognitive.IdentifyCategorize.Unspecified,Cognitive.IdentifyCategorize.Unspecified,Identifier:Investigators,IdentifiedObject:driver
"<s>Officers</s> recognized the <t>man</t> as Rahami, who opened fire, wounding two policemen before he was injured.",Conflict,AW|doc_id=160|sent_id=30|dataset=wiki|osplit=train|etype=Cognitive.IdentifyCategorize.Unspecified,Cognitive.IdentifyCategorize.Unspecified,Identifier:Officers,IdentifiedObject:man
"FILE - Federal Bureau of Investigation (FBI) <s>officials</s> label and collect evidence near the <t>site</t> of an explosion which took place on Saturday night in the Chelsea neighborhood of Manhattan, New York, Sept. 18, 2016.",Conflict,AW|doc_id=160|sent_id=45|dataset=wiki|osplit=train|etype=Cognitive.Inspection.SensoryObserve,Cognitive.Inspection.SensoryObserve,Observer:officials,Place:site
"Alert city <s>workers</s> discovered the suspicious <t>backpack</t> before the march started, and Spokane Police Department officials changed the route as a precaution.",Conflict,AW|doc_id=190|sent_id=40|dataset=wiki|osplit=train|etype=Cognitive.Inspection.SensoryObserve,Cognitive.Inspection.SensoryObserve,Observer:workers,ObservedEntity:backpack
"Amid speculation that President Bush is reconsidering what will constitute ""regime change in Iraq,"" one thing should be clear: Saddam Hussein's willingness to ""change"" his attitude towards permitting the resumption of intrusive on-site <s>U.N</s>. <t>weapons</t> inspections will not, in fact, eliminate the danger posed by him and his ruling clique.",Conflict,AW|doc_id=3|sent_id=43|dataset=wiki|osplit=train|etype=Cognitive.Inspection.SensoryObserve,Cognitive.Inspection.SensoryObserve,Observer:U.N,ObservedEntity:weapons
"Military <s>investigators</s> had been looking at <t>Abdo</t>'s computer files after he made ""radical statements,"" law enforcement sources told ABC News.",Conflict,AW|doc_id=73|sent_id=47|dataset=wiki|osplit=train|etype=Cognitive.Inspection.SensoryObserve,Cognitive.Inspection.SensoryObserve,Observer:investigators,ObservedEntity:Abdo
"George Police Department (SGPD) executed a search warrant and found bomb-making material inside the juvenile’s residence, and evidence that the <s>boy</s> was researching information and expressed interest in the <t>ISIS</t> terrorist group by promoting its propaganda.",Conflict,AW|doc_id=23|sent_id=46|dataset=wiki|osplit=train|etype=Cognitive.Inspection.SensoryObserve,Cognitive.Inspection.SensoryObserve,Observer:boy,ObservedEntity:ISIS
"According to senior law enforcement officials, when <s>police</s> searched <t>Abdo</t>'s hotel room, in addition to firearms, ammunition and bomb-making materials, they also found an article from a jihadi magazine produced by al-Awlaki's organization, al Qaeda in the Arabian Peninsula.",Conflict,AW|doc_id=73|sent_id=39|dataset=wiki|osplit=train|etype=Cognitive.Inspection.SensoryObserve,Cognitive.Inspection.SensoryObserve,Observer:police,ObservedEntity:Abdo
"Also Friday, FBI <s>agents</s> searched a landfill near the <t>campus</t> of the University of Massachusetts Dartmouth, where Dzhokhar Tsarnaev was a student.",Conflict,AW|doc_id=128|sent_id=41|dataset=wiki|osplit=train|etype=Cognitive.Inspection.SensoryObserve,Cognitive.Inspection.SensoryObserve,Observer:agents,Place:campus
"Also Friday, FBI <s>agents</s> searched a <t>landfill</t> near the campus of the University of Massachusetts Dartmouth, where Dzhokhar Tsarnaev was a student.",Conflict,AW|doc_id=128|sent_id=41|dataset=wiki|osplit=train|etype=Cognitive.Inspection.SensoryObserve,Cognitive.Inspection.SensoryObserve,Observer:agents,ObservedEntity:landfill
"Pine View High School students are evacuated to the football field as <s>police</s> investigate a bomb scare inside the <t>school</t> and swept the parking lot as a precaution, St.",Conflict,AW|doc_id=179|sent_id=51|dataset=wiki|osplit=train|etype=Cognitive.Research.Unspecified,Cognitive.Research.Unspecified,Researcher:police,Place:school
"Pine View High School students are evacuated to the football field as <s>police</s> investigate a <t>bomb</t> scare inside the school and swept the parking lot as a precaution, St.",Conflict,AW|doc_id=179|sent_id=51|dataset=wiki|osplit=train|etype=Cognitive.Research.Unspecified,Cognitive.Research.Unspecified,Researcher:police,Subject:bomb
